X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1IQA,ME1IQA,MI1IQA,MA1IQA,SD1IQA,LATITUDE,LONGITUDE
-41.28956,-14.0282499995557,909,CONORV100,BA,INGÁ,Rio do Ourives,1,17,72,62,83,6,-14.02825,-41.28956
-42.16477,-13.845609999561,910,CONLST100,BA,INGÁ,Lagoa de São Timóteo,2,13,55,0,70,18,-13.84561,-42.16477
-40.07739,-13.8645199995605,911,CONJQZ100,BA,INGÁ,Rio Jequiezinho,1,18,31,12,55,13,-13.86452,-40.07739
-39.46399,-14.3258499995471,912,CONGGJ400,BA,INGÁ,Rio Gongoji,1,15,73,63,80,5,-14.32585,-39.46399
-41.1375,-14.6098299995389,913,CONGAV500,BA,INGÁ,Rio Gavião,1,16,65,38,78,10,-14.60983,-41.1375
-39.29411,-14.3134399995474,914,CONCON800,BA,INGÁ,Rio de Contas,1,15,62,50,74,8,-14.31344,-39.29411
-39.54075,-14.2079699995505,915,CONCON700,BA,INGÁ,Rio de Contas,1,18,74,62,81,5,-14.20797,-39.54075
-40.08117,-13.8649699995605,916,CONCON550,BA,INGÁ,Rio de Contas,1,17,57,33,76,11,-13.86497,-40.08117
-40.21567,-13.8711699995603,917,CONCON500,BA,INGÁ,Rio de Contas,1,17,70,46,83,9,-13.87117,-40.21567
-41.21511,-14.1574199995519,918,CONCON400,BA,INGÁ,Rio de Contas,1,13,77,68,83,4,-14.15742,-41.21511
-41.443,-14.0145299995561,919,CONCON360,BA,INGÁ,Rio de Contas,1,15,74,68,79,3,-14.01453,-41.443
-41.60978,-13.3609999995752,920,CONCON200,BA,INGÁ,Rio de Contas,1,13,73,60,79,6,-13.361,-41.60978
-41.823,-13.5955799995683,921,CONBRU150,BA,INGÁ,Rio Brumado,1,15,69,59,80,6,-13.59558,-41.823
-41.66236,-14.2200599995501,922,CONANT500,BA,INGÁ,Rio do Antônio,1,15,65,46,80,12,-14.22006,-41.66236
-46.9675,-23.6532999993059,923,COGR00900,SP,CETESB,Reservatório das Graças,2,82,79,62,89,5,-23.6533,-46.9675
-52.27664,-15.8999199995023,924,COF026,MT,SEMA,Córrego Fundo,1,15,64,34,74,12,-15.89992,-52.27664
-48.01278,-22.987779999321,925,COCH02850,SP,CETESB,Rio das Conchas,1,30,44,12,72,16,-22.98778,-48.01278
-36.67933,-7.81849999974532,927,CO12,PB,SUDEMA,Açude Cordeiro (Congo),2,14,69,39,87,14,-7.8185,-36.67933
-43.18867,-12.6882199995951,928,CNDRSF300,BA,INGÁ,Rio São Francisco,1,15,69,50,83,9,-12.68822,-43.18867
-47.0031,-22.6616999993285,929,CMDC02900,SP,CETESB,Rio Camanducaia,1,82,56,35,75,11,-22.6617,-47.0031
-46.88083,-22.6891699993278,930,CMDC02400,SP,CETESB,Rio Camanducaia,1,36,52,35,66,8,-22.68917,-46.88083
-46.74944,-22.7024999993275,931,CMDC02300,SP,CETESB,Rio Camanducaia,1,45,53,35,63,8,-22.7025,-46.74944
-46.695,-22.7047199993275,932,CMDC02100,SP,CETESB,Rio Camanducaia,1,36,56,38,73,8,-22.70472,-46.695
-46.64111,-22.7405599993267,933,CMDC02050,SP,CETESB,Rio Camanducaia,1,41,58,38,73,10,-22.74056,-46.64111
-46.80472,-23.8716699993011,934,CIPO00900,SP,CETESB,Ribeirão do Cipó,1,35,44,22,61,8,-23.87167,-46.80472
-38.2397,-7.32593999976103,936,CHA29,PB,SUDEMA,Açude Cachoeira dos Alves (Itaporanga),2,13,70,32,84,17,-7.32594,-38.2397
-46.4525,-23.876699999301,937,CFUG02900,SP,CETESB,Canal de Fuga II da UHE Henry Borden,1,82,77,58,89,8,-23.8767,-46.4525
-55.56558,-15.2887199995195,938,CEL593,MT,SEMA,Rio Celeste,1,29,75,64,86,5,-15.28872,-55.56558
-56.54362,-16.3147199994907,940,CBA671,MT,SEMA,Rio Cuiabá,1,53,72,55,87,8,-16.31472,-56.54362
-56.0298,-15.9133899995019,941,CBA561,MT,SEMA,Rio Cuiabá,1,53,73,56,85,6,-15.91339,-56.0298
-56.07676,-15.8703899995031,942,CBA464,MT,SEMA,Rio Cuiabá,1,51,69,57,81,6,-15.87039,-56.07676
-56.37553,-16.520319999485,943,CBA453,MT,SEMA,Rio Cuiabá,1,21,70,57,80,6,-16.52032,-56.37553
-56.14294,-15.7808399995056,944,CBA437,MT,SEMA,Rio Cuiabá,1,50,66,36,85,9,-15.78084,-56.14294
-56.06989,-15.6500599995093,945,CBA417,MT,SEMA,Rio Cuiabá,1,52,64,53,79,5,-15.65006,-56.06989
-56.07644,-15.6404599995096,946,CBA415,MT,SEMA,Rio Cuiabá,1,50,67,45,77,6,-15.64046,-56.07644
-56.10626,-15.6161399995102,947,CBA408,MT,SEMA,Rio Cuiabá,1,53,70,53,84,7,-15.61614,-56.10626
-56.14162,-15.5648699995117,948,CBA406,MT,SEMA,Rio Cuiabá,1,54,75,53,87,8,-15.56487,-56.14162
-56.36683,-15.2045099995219,949,CBA342,MT,SEMA,Rio Cuiabá,1,52,77,53,93,8,-15.20451,-56.36683
-56.41417,-14.8328299995325,950,CBA269,MT,SEMA,Rio Cuiabá,1,54,76,53,92,8,-14.83283,-56.41417
-56.32744,-14.7530799995348,951,CBA224,MT,SEMA,Rio Cuiabá,1,53,74,43,92,9,-14.75308,-56.32744
-55.84736,-14.5420399995408,952,CBA134,MT,SEMA,Rio Cuiabá,1,53,71,37,94,11,-14.54204,-55.84736
-56.25117,-14.6958099995364,953,CBA03,MT,SEMA,Rio Cuiabá,1,20,75,54,92,9,-14.69581,-56.25117
-55.69758,-14.4738299995428,954,CBA01,MT,SEMA,Rio Cuiabá,1,19,73,48,94,13,-14.47383,-55.69758
-34.95046,-8.00478999973944,955,CB81,PE,CPRH,Rio da Prata,2,19,75,62,92,7,-8.00479,-34.95046
-35.05366,-7.99560999973973,956,CB71,PE,CPRH,Rio Capibaribe,1,28,60,38,71,7,-7.99561,-35.05366
-35.08003,-8.02329999973886,957,CB69,PE,CPRH,Riacho da Misericórdia,2,18,77,67,86,5,-8.0233,-35.08003
-35.12304,-8.03088999973861,958,CB67,PE,CPRH,Rio Várzea do Una,2,23,76,50,88,9,-8.03089,-35.12304
-35.16216,-8.03758999973843,959,CB65,PE,CPRH,Rio Tapacurá,2,38,66,44,81,10,-8.03759,-35.16216
-35.07804,-7.98159999974019,960,CB60,PE,CPRH,Rio Capibaribe,1,29,53,34,71,10,-7.9816,-35.07804
-35.11572,-7.96956999974054,961,CB54,PE,CPRH,Rio Goitá,2,22,73,47,86,9,-7.96957,-35.11572
-35.1769,-7.87719999974351,962,CB38,PE,CPRH,Rio Cursai,2,22,74,54,87,8,-7.8772,-35.1769
-35.34052,-7.89435999974295,963,CB13,PE,CPRH,Rio Capibaribe,2,22,62,47,74,7,-7.89436,-35.34052
-46.44194,-23.0952799993185,964,CAXO02800,SP,CETESB,Rio Cachoeira,1,40,64,41,75,10,-23.09528,-46.44194
-52.37381,-15.8774999995029,965,CAV017,MT,SEMA,Córrego Avoadeira,1,36,72,52,85,7,-15.8775,-52.37381
-49.9228,-22.213299999339,966,CASC02050,SP,CETESB,Reservatório Cascata,2,64,66,39,83,9,-22.2133,-49.9228
-53.55222,-16.0744099994974,967,CAS65,MT,SEMA,Rio Cassununga,1,24,76,56,88,9,-16.07441,-53.55222
-45.4889,-23.7024999993048,968,CARO02800,SP,CETESB,Rio Claro,1,82,72,53,91,7,-23.7025,-45.4889
-47.79694,-20.2797199993859,969,CARM04400,SP,CETESB,Rio do Carmo,1,33,63,35,75,9,-20.27972,-47.79694
-48.1137,-15.7691499995059,971,CAPPDR001,DF,CAESB,Ribeirão das Pedras,1,13,67,60,72,4,-15.76915,-48.1137
-47.95742,-15.6690899995087,972,CAPLSM001,DF,CAESB,"Lago Santa Maria  8,75 m",2,18,72,57,84,7,-15.66909,-47.95742
-48.23547,-15.7782099995057,974,CAPLDE001,DF,CAESB,Lago Descoberto  16 m,2,18,71,64,76,3,-15.77821,-48.23547
-48.17233,-15.659029999509,977,CAPCON001,DF,CAESB,Córrego Capão da Onça,1,13,71,64,76,3,-15.65903,-48.17233
-48.18748,-15.6346399995097,978,CAPBRC001,DF,CAESB,Córrego Barrocão,1,13,68,63,72,3,-15.63464,-48.18748
-40.2101,-20.2288599993872,979,CAP1L006,ES,IEMA,Lagoa de Carapebus,2,34,64,44,84,9,-20.22886,-40.2101
-40.21967,-20.2175299993875,980,CAP1L004,ES,IEMA,Lagoa de Carapebus,2,14,57,31,70,13,-20.21753,-40.21967
-46.7294,-23.922499999,981,CAMO00900,SP,CETESB,Reservatório Capivari-Monos,2,82,70,45,81,8,-23.9225,-46.7294
-53.67489,-16.1929199994941,982,CAL019,MT,SEMA,Córrego Aldeia,1,37,76,52,89,8,-16.19292,-53.67489
-46.56139,-23.47360999931,983,CABU04700,SP,CETESB,Informação não disponível,1,19,20,13,30,5,-23.47361,-46.56139
-43.95139,-19.7885699993983,984,CA009,MG,IGAM,Informação não disponível,1,18,40,19,60,12,-19.78857,-43.95139
-43.95762,-19.7879399993983,985,CA007,MG,IGAM,Informação não disponível,1,18,61,43,73,7,-19.78794,-43.95762
-43.95251,-19.7852599993984,986,CA006S,MG,IGAM,Informação não disponível,1,17,81,66,91,6,-19.78526,-43.95251
-43.95934,-19.7855099993983,987,CA005,MG,IGAM,Informação não disponível,1,13,41,32,62,10,-19.78551,-43.95934
-43.95377,-19.7827999993984,988,CA004,MG,IGAM,Informação não disponível,1,13,75,61,83,7,-19.7828,-43.95377
-43.95024,-19.7833599993984,989,CA002S,MG,IGAM,Informação não disponível,1,14,67,34,83,16,-19.78336,-43.95024
-43.99469,-18.6841699994267,990,BV162,MG,IGAM,Rio Cipó,1,53,74,49,85,10,-18.68417,-43.99469
-44.22183,-18.7156399994259,991,BV161,MG,IGAM,Ribeirão Santo Antônio,1,56,63,32,78,12,-18.71564,-44.22183
-44.03583,-19.6297199994023,992,BV160,MG,IGAM,Ribeirão das Neves,1,56,40,22,59,7,-19.62972,-44.03583
-44.00703,-19.2757799994114,993,BV156,MG,IGAM,Rio das Velhas,1,88,49,16,73,13,-19.27578,-44.00703
-43.85897,-19.8808599993959,994,BV155,MG,IGAM,Ribeirão Arrudas,1,56,27,16,45,8,-19.88086,-43.85897
-43.87853,-19.8141099993977,995,BV154,MG,IGAM,Ribeirão do Onça,1,56,28,13,45,9,-19.81411,-43.87853
-43.84492,-19.7141399994001,996,BV153,MG,IGAM,Rio das Velhas,1,87,33,16,55,8,-19.71414,-43.84492
-44.23272,-18.3058299994367,997,BV152,MG,IGAM,Rio das Velhas,1,85,62,34,87,12,-18.30583,-44.23272
-44.5335,-17.8649999994484,998,BV151,MG,IGAM,Rio das Velhas,1,56,64,46,80,9,-17.865,-44.5335
-44.19928,-18.4815799994321,999,BV150,MG,IGAM,Rio das Velhas,1,58,62,40,86,11,-18.48158,-44.19928
-44.81308,-17.2065299994662,1000,BV149,MG,IGAM,Rio das Velhas,1,85,64,44,86,11,-17.20653,-44.81308
-44.71483,-17.5934999994557,1001,BV148,MG,IGAM,Rio das Velhas,1,85,64,43,85,12,-17.5935,-44.71483
-44.53656,-18.1241699994415,1002,BV147,MG,IGAM,Rio Bicudo,1,53,70,42,90,11,-18.12417,-44.53656
-44.34861,-18.217219999439,1003,BV146,MG,IGAM,Rio das Velhas,1,84,63,41,83,11,-18.21722,-44.34861
-44.15701,-18.297249999437,1004,BV145,MG,IGAM,Rio Pardo Pequeno,1,34,75,44,92,10,-18.29725,-44.15701
-44.32092,-19.1129199994156,1005,BV144,MG,IGAM,Ribeirão da Onça,1,36,69,44,84,10,-19.11292,-44.32092
-47.2553,-22.0963999993417,1006,MOGU02250,SP,CETESB,Rio Mogi-Guaçu,1,65,60,36,80,9,-22.0964,-47.2553
-47.09944,-22.1480599993405,1007,MOGU02240,SP,CETESB,Rio Mogi-Guaçu,1,23,59,42,71,7,-22.14806,-47.09944
-47.2031,-22.2724999993375,1008,MOGU02220,SP,CETESB,Rio Mogi-Guaçu,1,38,53,40,66,8,-22.2725,-47.2031
-47.1853,-22.2891999993372,1009,MOGU02210,SP,CETESB,Rio Mogi-Guaçu,1,64,54,37,66,7,-22.2892,-47.1853
-47.1322,-22.2988999993369,1010,MOGU02200,SP,CETESB,Rio Mogi-Guaçu,1,80,60,35,78,9,-22.2989,-47.1322
-47.0042,-22.3507999993357,1011,MOGU02180,SP,CETESB,Rio Mogi-Guaçu,1,52,54,31,76,8,-22.3508,-47.0042
-46.9697,-22.3635999993354,1012,MOGU02160,SP,CETESB,Rio Mogi-Guaçu,1,63,52,32,75,7,-22.3636,-46.9697
-46.6919,-22.2657999993377,1013,MOGU02100,SP,CETESB,Rio Mogi-Guaçu,1,79,64,42,83,9,-22.2658,-46.6919
-45.31917,-23.5780599993076,1014,MOCO02900,SP,CETESB,Rio Mocooca,1,36,67,53,89,8,-23.57806,-45.31917
-46.89972,-22.3783299993351,1015,MOCA02990,SP,CETESB,Reservatório Cachoeira de Cima,2,63,63,39,89,10,-22.37833,-46.89972
-47.2703,-22.0971999993417,1016,MEIO02900,SP,CETESB,Ribeirão do Meio,1,66,39,16,63,12,-22.0972,-47.2703
-39.89322,-18.0991099994422,1017,MCRMCR400,BA,INGÁ,Mucuri,1,19,69,55,82,6,-18.09911,-39.89322
-45.55438,-23.7944199993028,1019,MARE02900,SP,CETESB,Rio Maresias,1,46,69,54,80,6,-23.79442,-45.55438
-40.35424,-20.3389599993844,1020,MAR1C020,ES,IEMA,Rio Marinho,1,35,22,13,40,6,-20.33896,-40.35424
-40.35851,-20.354439999384,1021,MAR1C010,ES,IEMA,Rio Marinho,1,35,22,13,36,6,-20.35444,-40.35851
-40.20011,-20.2049699993878,1022,MAN1C001,ES,IEMA,Rio Manguinhos,1,37,45,31,67,9,-20.20497,-40.20011
-47.94667,-24.9938899992768,1023,MADE21700,SP,CETESB,Informação não disponível,1,23,72,64,77,4,-24.99389,-47.94667
-35.05407,-8.35339999972843,1024,MA06,PE,CPRH,Rio Tabatinga,2,22,77,67,89,6,-8.3534,-35.05407
-35.05561,-8.37228999972784,1025,MA02,PE,CPRH,Rio Utinga de Baixo,2,21,82,70,92,6,-8.37229,-35.05561
-40.21553,-20.1305399993896,1026,LJU1L001,ES,IEMA,Lagoa Juara,2,34,61,30,85,12,-20.13054,-40.21553
-40.22015,-20.1674599993887,1027,LJA1L020,ES,IEMA,Lagoa Jacuném,2,35,69,51,83,8,-20.16746,-40.22015
-40.23501,-20.1662799993887,1028,LJA1L010,ES,IEMA,Lagoa Jacuném,2,27,60,46,82,8,-20.16628,-40.23501
-40.23938,-20.1695999993887,1029,LJA1L001,ES,IEMA,Lagoa Jacuném,2,24,56,30,82,13,-20.1696,-40.23938
-40.82518,-20.9258199993699,1030,LGD1L002,ES,IEMA,Lagoa Guanandi,2,34,75,62,90,7,-20.92582,-40.82518
-40.81803,-20.9258999993699,1031,LGD1L001,ES,IEMA,Lagoa Guanandi,2,35,71,53,90,9,-20.9259,-40.81803
-39.06369,-15.2973899995192,1032,LESUNA400,BA,INGÁ,Rio Una,1,17,71,57,87,9,-15.29739,-39.06369
-39.32614,-15.0732199995256,1033,LESUNA100,BA,INGÁ,Rio Una,1,18,59,44,69,8,-15.07322,-39.32614
-39.50192,-14.8740599995313,1034,LESSLD400,BA,INGÁ,Rio Salgado,1,17,71,60,84,7,-14.87406,-39.50192
-39.71867,-14.9048099995304,1035,LESSLD200,BA,INGÁ,Rio Salgado,1,16,66,52,77,6,-14.90481,-39.71867
-39.94908,-14.955469999529,1036,LESSLD100,BA,INGÁ,Rio Salgado,1,16,62,27,85,15,-14.95547,-39.94908
-39.15272,-14.8024399995333,1037,LESRCH800,BA,INGÁ,Rio Cachoeira,1,18,61,43,74,9,-14.80244,-39.15272
-39.27003,-14.7883899995337,1038,LESRCH700,BA,INGÁ,Rio Cachoeira,1,19,42,26,60,10,-14.78839,-39.27003
-39.42764,-14.8979999995306,1039,LESRCH500,BA,INGÁ,Rio Cachoeira,1,17,62,50,77,7,-14.898,-39.42764
-39.14136,-14.6198099995386,1040,LESLEN500,BA,INGÁ,Lagoa Encantada,2,18,77,65,87,7,-14.61981,-39.14136
-39.7234,-15.1441699995236,1041,LESCOL300,BA,INGÁ,Rio Colônia,1,19,58,34,77,12,-15.14417,-39.7234
-40.07144,-15.1203299995243,1042,LESCOL200,BA,INGÁ,Rio Colônia,1,19,40,13,61,13,-15.12033,-40.07144
-39.18975,-14.6551399995376,1043,LESALM300,BA,INGÁ,Rio Almada,1,17,69,46,88,11,-14.65514,-39.18975
-39.34475,-14.6484699995377,1044,LESALM200,BA,INGÁ,Rio Almada,1,19,57,39,72,9,-14.64847,-39.34475
-48.62222,-22.5044399993321,1045,LENS03950,SP,CETESB,Rio Lençóis,1,38,56,35,72,9,-22.50444,-48.62222
-48.8039,-22.59689999933,1046,LENS02500,SP,CETESB,Rio Lençóis,1,51,65,42,77,8,-22.5969,-48.8039
-47.58639,-22.4794399993327,1047,LARO02900,SP,CETESB,Rio Claro,1,36,50,32,65,9,-22.47944,-47.58639
-47.04028,-22.4091699993344,1048,LARO02500,SP,CETESB,Rio Claro - UGRHI 05,1,30,67,41,78,9,-22.40917,-47.04028
-46.54722,-22.9033299993229,1049,LAPE04900,SP,CETESB,Ribeirão Lavapés,1,36,32,19,47,7,-22.90333,-46.54722
-50.0564,-21.4360999993575,1050,LAGE02500,SP,CETESB,Ribeirão Lageado,1,52,69,43,81,7,-21.4361,-50.0564
-46.44028,-23.4805599993098,1052,KERA04990,SP,CETESB,Ribeirão Itaquera,1,30,19,12,36,7,-23.48056,-46.44028
-46.12889,-23.2294399993155,1053,JUZI02400,SP,CETESB,Rio Jundiazinho,1,28,56,38,70,9,-23.22944,-46.12889
-49.00111,-23.2608299993148,1054,JURU02500,SP,CETESB,Reservatório Jurumirim,2,82,88,63,94,5,-23.26083,-49.00111
-59.03489,-13.5521899995696,1055,JUR225,MT,SEMA,Rio Juruena,1,27,76,65,82,5,-13.55219,-59.03489
-59.232,-14.5423899995408,1056,JUR002,MT,SEMA,Rio Juruena,1,26,75,65,87,6,-14.54239,-59.232
-47.6381,-24.3221999992912,1057,JUQI02900,SP,CETESB,Rio Juquiá,1,83,62,44,76,7,-24.3222,-47.6381
-47.0925,-23.9413999992995,1058,JUQI00800,SP,CETESB,Rio Juquiá,1,83,69,40,90,9,-23.9414,-47.0925
-47.2911,-23.2099999993159,1059,JUNA04900,SP,CETESB,Rio Jundiaí,1,82,26,10,47,9,-23.21,-47.2911
-47.26861,-23.1949999993163,1060,JUNA04700,SP,CETESB,Rio Jundiaí,1,36,40,29,51,6,-23.195,-47.26861
-47.1733,-23.1071999993182,1061,JUNA04270,SP,CETESB,Rio Jundiaí,1,82,36,18,49,7,-23.1072,-47.1733
-47.08472,-23.1383299993175,1062,JUNA04200,SP,CETESB,Rio Jundiaí,1,36,34,18,45,7,-23.13833,-47.08472
-47.02278,-23.1469399993173,1063,JUNA04190,SP,CETESB,Rio Jundiaí,1,36,32,17,50,9,-23.14694,-47.02278
-46.86639,-23.1977799993162,1064,JUNA04150,SP,CETESB,Rio Jundiaí,1,36,26,17,39,6,-23.19778,-46.86639
-46.80833,-23.208059999316,1065,JUNA02100,SP,CETESB,Rio Jundiaí,1,36,39,26,56,7,-23.20806,-46.80833
-46.7731,-23.2035999993161,1066,JUNA02020,SP,CETESB,Rio Jundiaí,1,82,40,23,65,7,-23.2036,-46.7731
-46.76861,-23.2083299993159,1067,JUNA02010,SP,CETESB,Rio Jundiaí,1,47,46,26,70,9,-23.20833,-46.76861
-46.90944,-23.1583299993171,1068,JUMI00800,SP,CETESB,Ribeirão Jundiaí-Mirim,1,40,77,58,87,8,-23.15833,-46.90944
-46.85111,-23.1452799993174,1069,JUMI00500,SP,CETESB,Ribeirão Jundiaí-Mirim,1,36,55,37,67,8,-23.14528,-46.85111
-46.80611,-23.1463899993174,1070,JUMI00250,SP,CETESB,Ribeirão Jundiaí-Mirim,1,36,65,42,81,10,-23.14639,-46.80611
-46.77083,-23.1216699993179,1071,JUMI00100,SP,CETESB,Ribeirão Jundiaí-Mirim,1,36,62,42,74,7,-23.12167,-46.77083
-59.45667,-13.7930599995626,1072,JUI103,MT,SEMA,Rio Juína,1,24,78,69,88,5,-13.79306,-59.45667
-59.45667,-13.7930599995626,1073,JUI103,MT,SEMA,Rio Juina,1,24,78,69,88,5,-13.79306,-59.45667
-40.5599,-20.3756999993835,1075,JUC2E010,ES,IEMA,Rio Jucu,1,34,67,41,84,10,-20.3757,-40.5599
-40.67135,-20.4072999993827,1076,JUC2C008,ES,IEMA,Rio Jucu,1,33,56,42,77,7,-20.4073,-40.67135
-40.68177,-20.4115399993826,1077,JUC2C005,ES,IEMA,Rio Jucu,1,34,62,47,72,6,-20.41154,-40.68177
-40.65679,-20.316229999385,1078,JUC2C001,ES,IEMA,Rio Jucu,1,33,65,45,79,8,-20.31623,-40.65679
-40.4589,-20.4320099993821,1079,JUC1C025,ES,IEMA,Rio Jucu,1,22,65,51,78,7,-20.43201,-40.4589
-40.57738,-20.3908799993831,1080,JUC1C009,ES,IEMA,Rio Jucu,1,30,63,40,77,9,-20.39088,-40.57738
-40.31917,-16.8386099994762,1081,JU003,MG,IGAM,Rio Jucuruçu,1,13,75,65,86,5,-16.83861,-40.31917
-40.41947,-16.7316899994792,1082,JU001,MG,IGAM,Rio Jucuruçú,1,22,66,58,79,6,-16.73169,-40.41947
-37.98903,-7.71896999974853,1083,JTII57,PB,SUDEMA,Açude Jatobá II (Princesa Isabel),2,13,72,44,87,12,-7.71897,-37.98903
-37.26967,-7.06143999976948,1084,JT41,PB,SUDEMA,Açude Jatobá (Patos),2,13,69,39,92,17,-7.06144,-37.26967
-35.7825,-7.31769999976129,1085,JR70,PB,SUDEMA,Açude José Rodrigues (Galante),2,13,65,38,84,14,-7.3177,-35.7825
-46.8372,-23.4057999993115,1086,JQRI03800,SP,CETESB,Rio Juqueri,1,84,24,11,41,6,-23.4058,-46.8372
-46.6625,-23.340299999313,1088,JQJU00900,SP,CETESB,Reservatório do Juqueri ou Paiva Castro,2,86,80,57,92,6,-23.3403,-46.6625
-38.96,-15.838389999504,1089,JQHJQH700,BA,INGÁ,Rio Jequitinhonha,1,15,67,55,86,9,-15.83839,-38.96
-39.12158,-15.872499999503,1090,JQHJQH600,BA,INGÁ,Rio Jequitinhonha,1,16,72,60,85,7,-15.8725,-39.12158
-39.559,-15.9469999995009,1091,JQHJQH500,BA,INGÁ,Rio Jequitinhonha,1,15,72,57,86,9,-15.947,-39.559
-39.92142,-16.0090799994992,1092,JQHJQH200,BA,INGÁ,Rio Jequitinhonha,1,16,68,56,83,9,-16.00908,-39.92142
-48.15333,-22.0733299993423,1093,JPEP03600,SP,CETESB,Rio Jacaré-Pepira,1,29,68,39,78,8,-22.07333,-48.15333
-48.4417,-22.0788999993421,1094,JPEP03500,SP,CETESB,Rio Jacaré-Pepira,1,83,69,56,79,6,-22.0789,-48.4417
-54.45861,-16.6066699994826,1095,JOR046,MT,SEMA,Rio Jorigue,1,21,59,0,76,16,-16.60667,-54.45861
-46.1592,-23.6488999993061,1096,JNDI00500,SP,CETESB,Reservatório do Rio Jundiaí,2,84,81,60,89,6,-23.6489,-46.1592
-47.4333,-23.4166999993112,1097,JIBU02900,SP,CETESB,Rio Pirajibú,1,60,42,24,53,6,-23.4167,-47.4333
-39.96433,-16.0056699994993,1100,JE025,MG,IGAM,Rio Jequitinhonha,1,54,73,44,91,12,-16.00567,-39.96433
-40.43294,-16.1400299994956,1101,JE024,MG,IGAM,Rio Rubim do Sul,1,22,71,51,81,8,-16.14003,-40.43294
-40.69472,-16.1880599994942,1102,JE023,MG,IGAM,Rio Jequitinhonha,1,54,70,41,91,12,-16.18806,-40.69472
-40.667,-16.1636099994949,1103,JE022,MG,IGAM,Rio São Francisco,1,22,57,43,79,10,-16.16361,-40.667
-41.01778,-16.4278899994875,1104,JE021,MG,IGAM,Rio Jequitinhonha,1,54,68,43,90,12,-16.42789,-41.01778
-40.99922,-16.4443899994871,1105,JE020,MG,IGAM,Rio São Miguel,1,21,63,45,78,9,-16.44439,-40.99922
-41.75694,-16.5966699994829,1106,JE019,MG,IGAM,Rio Jequitinhonha,1,53,71,43,90,11,-16.59667,-41.75694
-42.25258,-16.9753899994725,1107,JE018,MG,IGAM,Rio Setúbal,1,22,59,42,71,8,-16.97539,-42.25258
-42.07722,-16.8505599994759,1108,JE017,MG,IGAM,Rio Araçuaí,1,52,65,43,91,11,-16.85056,-42.07722
-42.13331,-16.9229699994739,1109,JE016,MG,IGAM,Rio Gravatá,1,20,68,42,82,9,-16.92297,-42.13331
-42.46283,-16.9451899994733,1110,JE015,MG,IGAM,Rio Araçuaí,1,53,71,39,89,11,-16.94519,-42.46283
-42.59636,-17.2197799994658,1111,JE014,MG,IGAM,Rio Fanado,1,22,62,42,80,10,-17.21978,-42.59636
-42.82033,-17.285999999464,1112,JE013,MG,IGAM,Rio Araçuaí,1,54,75,44,91,10,-17.286,-42.82033
-42.73003,-17.4633599994593,1113,JE012,MG,IGAM,Rio Itamarandiba,1,22,75,47,84,10,-17.46336,-42.73003
-42.18472,-16.6208299994822,1114,JE011,MG,IGAM,Rio Jequitinhonha,1,51,71,42,90,12,-16.62083,-42.18472
-42.28625,-16.1695799994947,1115,JE010,MG,IGAM,Rio Salinas,1,22,43,27,69,13,-16.16958,-42.28625
-42.41486,-16.4099999994881,1116,JE009,MG,IGAM,Rio Salinas,1,51,67,29,84,14,-16.41,-42.41486
-42.39833,-16.6572199994812,1117,JE007,MG,IGAM,Rio Jequitinhonha,1,53,74,38,88,11,-16.65722,-42.39833
-43.08144,-17.2435299994652,1118,JE005,MG,IGAM,Rio Jequitinhonha,1,53,75,49,91,10,-17.24353,-43.08144
-43.51667,-18.1199999994416,1119,JE003,MG,IGAM,Rio Jequitinhonha,1,54,71,44,84,9,-18.12,-43.51667
-43.51381,-18.4061099994341,1120,JE001,MG,IGAM,Rio Jequitinhonha,1,54,74,56,88,7,-18.40611,-43.51381
-48.8325,-21.8257999993481,1121,JCGU03900,SP,CETESB,Rio Jacaré-Guaçu,1,84,60,33,76,7,-21.8258,-48.8325
-48.2783,-21.8657999993471,1122,JCGU03400,SP,CETESB,Rio Jacaré-Guaçu,1,84,59,31,75,10,-21.8658,-48.2783
-48.12444,-22.0161099993436,1123,JCGU03200,SP,CETESB,Informação não disponível,1,23,62,49,72,6,-22.01611,-48.12444
-34.97906,-8.15921999973456,1124,JB56,PE,CPRH,Rio Muribequinha,1,27,54,39,71,9,-8.15922,-34.97906
-35.0379,-8.09091999973669,1125,JB29,PE,CPRH,Rio Duas Unas,2,38,74,54,91,9,-8.09092,-35.0379
-35.20038,-8.13889999973517,1126,JB05,PE,CPRH,Rio Jaboatão,1,13,63,33,72,11,-8.1389,-35.20038
-58.01594,-16.1487399994953,1127,JAU389,MT,SEMA,Rio Jauru,1,32,73,48,91,10,-16.14874,-58.01594
-58.46575,-15.8494299995037,1128,JAU270,MT,SEMA,Rio Jauru,1,21,73,51,86,9,-15.84943,-58.46575
-46.42417,-22.9277799993223,1129,JARI00800,SP,CETESB,Reservatório Jaguari,2,47,81,60,92,9,-22.92778,-46.42417
-48.0081,-24.6935999992832,1130,JAPI02100,SP,CETESB,Rio Jacupiranga,1,83,50,34,64,8,-24.6936,-48.0081
-47.0386,-21.9905999993442,1131,JAMI02500,SP,CETESB,Rio Jaguari-Mirim,1,58,62,41,78,9,-21.9906,-47.0386
