X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1IQA,ME1IQA,MI1IQA,MA1IQA,SD1IQA,LATITUDE,LONGITUDE
-38.50822,-12.6752199995956,454,RCNPET200,BA,INGÁ,Rio Petecadas,1,19,45,26,64,9,-12.67522,-38.50822
-38.35169,-12.7775299995925,455,RCNMRQ100,BA,INGÁ,Rio Muriqueira,2,19,33,17,48,8,-12.77753,-38.35169
-38.39146,-12.6049199995976,456,RCNLAM500,BA,INGÁ,Rio Lamarão,2,17,71,37,86,13,-12.60492,-38.39146
-38.45758,-12.7105799995945,457,RCNJRG800,BA,INGÁ,Rio Jacarecanga,1,19,39,29,63,10,-12.71058,-38.45758
-38.29056,-12.86227999959,458,RCNJOA900,BA,INGÁ,Rio Joanes,1,20,34,21,55,8,-12.86228,-38.29056
-38.31303,-12.8395599995907,459,RCNJOA600,BA,INGÁ,Rio Joanes,1,19,49,19,83,19,-12.83956,-38.31303
-38.35431,-12.7188299995943,460,RCNJOA400,BA,INGÁ,Rio Joanes,1,18,66,35,78,10,-12.71883,-38.35431
-38.45883,-12.6057799995976,461,RCNJOA200,BA,INGÁ,Rio Joanes,1,17,63,44,75,8,-12.60578,-38.45883
-38.54094,-12.592169999598,462,RCNJOA050,BA,INGÁ,Rio Joanes,1,16,62,41,72,10,-12.59217,-38.54094
-38.38068,-12.9253999995881,463,RCNJGB600,BA,INGÁ,Rio Jaguaribe,1,16,37,23,55,8,-12.9254,-38.38068
-38.13217,-12.6024999995977,464,RCNJCP500,BA,INGÁ,Rio Jacuípe,1,17,73,57,83,7,-12.6025,-38.13217
-38.29123,-12.5259099996,465,RCNJCP250,BA,INGÁ,Rio Jacuípe,1,17,58,40,80,9,-12.52591,-38.29123
-38.31678,-12.5128599996004,466,RCNJCP200,BA,INGÁ,Rio Jacuípe,1,18,64,45,80,10,-12.51286,-38.31678
-38.43572,-12.4766099996015,467,RCNJCP130,BA,INGÁ,Rio Jacuípe,1,19,55,30,72,10,-12.47661,-38.43572
-38.50758,-12.5256899996,468,RCNJCP090,BA,INGÁ,Rio Jacuípe,1,18,49,17,78,21,-12.52569,-38.50758
-38.67333,-12.4536099996022,469,RCNJCP060,BA,INGÁ,Rio Jacuípe,1,18,47,21,67,14,-12.45361,-38.67333
-38.75956,-12.3790799996044,470,RCNJCP025,BA,INGÁ,Rio Jacuípe,1,17,56,30,76,12,-12.37908,-38.75956
-38.32006,-12.8658299995899,471,RCNIPT600,BA,INGÁ,Rio Ipitanga,1,20,29,11,81,14,-12.86583,-38.32006
-38.38136,-12.8301899995909,472,RCNIPT500,BA,INGÁ,Rio Ipitanga,1,19,56,25,78,19,-12.83019,-38.38136
-37.95997,-12.4960799996009,473,RCNIMB950,BA,INGÁ,Rio Imbassaí,1,17,73,44,87,11,-12.49608,-37.95997
-37.95115,-12.4409099996025,474,RCNIMB900,BA,INGÁ,Rio Imbassaí,1,17,74,61,86,8,-12.44091,-37.95115
-37.74461,-12.0613899996139,475,RCNIHB800,BA,INGÁ,Rio Inhambupe,1,16,70,47,78,8,-12.06139,-37.74461
-38.05008,-11.9274399996179,476,RCNIHB600,BA,INGÁ,Rio Inhambupe,1,18,66,50,81,9,-11.92744,-38.05008
-38.34572,-11.7836099996223,477,RCNIHB400,BA,INGÁ,Rio Inhambupe,1,18,54,36,68,8,-11.78361,-38.34572
-38.38293,-12.6864699995952,478,RCNIBT500,BA,INGÁ,Rio Itaboatã,1,18,57,40,71,9,-12.68647,-38.38293
-38.15617,-12.6990299995948,479,RCNCVP800,BA,INGÁ,Rio Capivara Pequeno,1,17,54,32,66,9,-12.69903,-38.15617
-38.16772,-12.7488299995933,480,RCNCPV900,BA,INGÁ,Rio Capivara Grande,1,18,75,60,87,8,-12.74883,-38.16772
-38.3384,-12.7124999995944,481,RCNCAM135,BA,INGÁ,Rio Bandeira,1,18,14,10,21,3,-12.7125,-38.3384
-38.28183,-12.6297199995969,482,RCNBSH050,BA,INGÁ,Rio Jacuípe,2,17,62,49,75,9,-12.62972,-38.28183
-38.35761,-12.9448099995875,483,RCNABT100,BA,INGÁ,Lagoa do Abaeté,2,17,58,41,74,10,-12.94481,-38.35761
-46.53305,-23.2383299993153,484,RCAB00900,SP,CETESB,Reservatório Cabuçu,2,29,82,62,90,6,-23.23833,-46.53305
-53.54758,-16.4084399994881,485,RAS44,MT,SEMA,Ribeirão Água Suja,1,23,76,58,86,6,-16.40844,-53.54758
-47.33389,-22.7144399993273,486,QUIL03900,SP,CETESB,Rio Quilombo,1,34,28,17,41,7,-22.71444,-47.33389
-47.19861,-22.8186099993248,487,QUIL03200,SP,CETESB,Rio Quilombo,1,33,21,13,37,6,-22.81861,-47.19861
-48.78453,-17.7790299994507,488,QUEP04,GO,SEMARH,Informação não disponível,1,30,47,28,62,7,-17.77903,-48.78453
-48.77156,-17.7753099994508,489,QUEP03,GO,SEMARH,Informação não disponível,1,26,54,37,92,11,-17.77531,-48.77156
-48.75633,-17.7726099994509,490,QUEP02,GO,SEMARH,Informação não disponível,1,30,58,33,85,11,-17.77261,-48.75633
-48.74778,-17.7746899994509,491,QUEP01,GO,SEMARH,Informação não disponível,1,26,65,24,84,13,-17.77469,-48.74778
-47.4808,-22.1416999993407,492,QUEM02300,SP,CETESB,Ribeirão do Moquem,1,36,66,46,80,8,-22.1417,-47.4808
-45.36444,-23.8099999993025,494,QLOM02950,SP,CETESB,Rio Quilombo,1,45,45,20,64,11,-23.81,-45.36444
-43.96311,-19.8440799993969,497,PV220,MG,IGAM,Ribeirão Pampulha,1,41,57,24,76,10,-19.84408,-43.96311
-43.97636,-19.8847199993959,498,PV205,MG,IGAM,Córrego Mergulhão,1,31,44,27,64,10,-19.88472,-43.97636
-43.98292,-19.8903599993957,499,PV200,MG,IGAM,Córrego Mergulhão,1,27,54,39,74,9,-19.89036,-43.98292
-44.00456,-19.8289699993973,500,PV185,MG,IGAM,Córrego Olhos Dágua,1,30,57,31,73,10,-19.82897,-44.00456
-44.01081,-19.8568899993966,501,PV165,MG,IGAM,Córrego Água Funda,1,22,24,13,40,8,-19.85689,-44.01081
-44.01328,-19.8540299993966,502,PV160,MG,IGAM,Córrego Bom Jesus,1,31,23,12,43,8,-19.85403,-44.01328
-44.02367,-19.8560599993966,503,PV155,MG,IGAM,Córrego do Munizes,1,26,21,13,36,6,-19.85606,-44.02367
-44.03728,-19.8609199993965,504,PV150,MG,IGAM,Córrego Munizes,1,31,46,22,73,14,-19.86092,-44.03728
-44.02144,-19.8457799993968,505,PV145,MG,IGAM,Córrego da Avenida Nacional,1,31,27,12,51,12,-19.84578,-44.02144
-44.02678,-19.837969999397,506,PV140,MG,IGAM,Córrego Xangrilá,1,29,47,14,77,20,-19.83797,-44.02678
-44.03225,-19.8508099993967,507,PV135,MG,IGAM,Córrego da Avenida A,1,31,44,19,76,12,-19.85081,-44.03225
-44.03917,-19.8478599993968,508,PV130,MG,IGAM,Córrego Banguelo,1,29,47,30,60,7,-19.84786,-44.03917
-44.03517,-19.8427499993969,509,PV125,MG,IGAM,Córrego Bom Jesus,1,30,56,41,72,9,-19.84275,-44.03517
-43.99825,-19.8696699993962,510,PV105,MG,IGAM,Córrego da Avenida Tancredo Neves,1,31,31,16,44,8,-19.86967,-43.99825
-44.00456,-19.8903599993957,511,PV090,MG,IGAM,Córrego Ressaca,1,31,21,15,37,5,-19.89036,-44.00456
-44.00633,-19.8906099993957,512,PV085,MG,IGAM,Córrego Flor Dágua,1,31,24,14,41,6,-19.89061,-44.00633
-44.01503,-19.8738099993961,513,PV080,MG,IGAM,Córrego Gandi,1,29,43,16,69,16,-19.87381,-44.01503
-44.01933,-19.8750799993961,514,PV075,MG,IGAM,Córrego da Luzia,1,29,18,13,32,4,-19.87508,-44.01933
-44.03528,-19.878639999396,515,PV070,MG,IGAM,Córrego Sarandi,1,31,21,12,35,6,-19.87864,-44.03528
-44.03986,-19.8825799993959,516,PV065,MG,IGAM,Córrego Cabral,1,31,23,14,38,6,-19.88258,-44.03986
-44.04431,-19.8806699993959,517,PV060,MG,IGAM,Córrego Cabral,1,28,26,16,45,8,-19.88067,-44.04431
-44.05164,-19.8761699993961,518,PV055,MG,IGAM,Córrego Tapera,1,30,60,43,79,9,-19.87617,-44.05164
-44.03456,-19.9036399993953,519,PV045,MG,IGAM,Córrego da Avenida 2,1,30,19,13,34,5,-19.90364,-44.03456
-44.03661,-19.9041699993954,520,PV040,MG,IGAM,Córrego do bairro Oitis,1,23,48,22,62,10,-19.90417,-44.03661
-44.05414,-19.9147499993951,521,PV030,MG,IGAM,Córrego do aterro do Perobas,1,25,36,20,52,8,-19.91475,-44.05414
-44.05942,-19.9294199993947,522,PV020,MG,IGAM,Córrego sem nome,1,19,33,13,52,13,-19.92942,-44.05942
-44.07886,-19.9294699993947,523,PV010,MG,IGAM,Córrego do bairro Bernardo Monteiro,1,20,21,15,31,5,-19.92947,-44.07886
-44.06631,-19.9387499993945,524,PV005,MG,IGAM,Córrego do bairro Cinco,1,19,60,14,76,14,-19.93875,-44.06631
-46.0139,-23.203899999316,527,PTEI02900,SP,CETESB,Rio Paratei,1,83,57,34,81,9,-23.2039,-46.0139
-45.41681,-16.6908899994803,528,PTE037,MG,IGAM,Ribeirão Santa Fé,1,26,67,41,91,15,-16.69089,-45.41681
-46.09314,-17.0595299994702,529,PTE035,MG,IGAM,Rio Verde,1,26,73,47,90,9,-17.05953,-46.09314
-46.23939,-17.0256899994711,530,PTE033,MG,IGAM,Rio Paracatu,1,32,71,49,93,13,-17.02569,-46.23939
-46.39061,-16.9135799994742,531,PTE031,MG,IGAM,Ribeirão Entre Ribeiros,1,30,72,45,82,8,-16.91358,-46.39061
-46.76653,-17.1205299994685,532,PTE029,MG,IGAM,Ribeirão São Pedro,1,25,68,45,85,10,-17.12053,-46.76653
-46.92392,-16.3351899994901,533,PTE027,MG,IGAM,Rio Preto,1,29,71,46,82,10,-16.33519,-46.92392
-46.81506,-17.0384399994707,534,PTE025,MG,IGAM,Ribeirão São Pedro,1,25,67,46,82,10,-17.03844,-46.81506
-46.86683,-17.2403099994653,535,PTE023,MG,IGAM,Córrego Rico,1,29,60,34,71,8,-17.24031,-46.86683
-45.70342,-17.9608299994459,536,PTE021,MG,IGAM,Rio Santo Antônio,1,26,75,42,91,9,-17.96083,-45.70342
-45.93411,-17.8221099994496,537,PTE019,MG,IGAM,Rio do Sono,1,26,75,41,88,10,-17.82211,-45.93411
-46.52547,-17.5113099994579,538,PTE017,MG,IGAM,Rio da Prata,1,25,71,47,87,11,-17.51131,-46.52547
-46.60239,-17.5028599994582,539,PTE015,MG,IGAM,Rio Escuro,1,26,73,54,83,8,-17.50286,-46.60239
-46.79931,-17.4775799994588,540,PTE013,MG,IGAM,Ribeirão Escurinho,1,26,71,42,83,11,-17.47758,-46.79931
-46.89944,-17.6267499994548,541,PTE011,MG,IGAM,Ribeirão Arrenegado,1,30,68,44,79,10,-17.62675,-46.89944
-46.92333,-17.7432499994517,542,PTE009,MG,IGAM,Rio Claro,1,26,68,37,86,12,-17.74325,-46.92333
-46.61628,-17.7790599994507,543,PTE007,MG,IGAM,Rio Paracatu,1,30,66,37,83,11,-17.77906,-46.61628
-46.75131,-17.9209999994469,544,PTE005,MG,IGAM,Rio Santa Catarina,1,30,64,42,81,11,-17.921,-46.75131
-46.88022,-17.9874999994452,545,PTE003,MG,IGAM,Rio Santa Catarina,1,30,56,37,91,12,-17.9875,-46.88022
-46.27661,-18.3071399994367,546,PTE001,MG,IGAM,Rio da Prata,1,25,70,35,88,12,-18.30714,-46.27661
-45.23556,-16.6883299994804,547,PT013,MG,IGAM,Rio Paracatu,1,53,70,47,92,13,-16.68833,-45.23556
-45.5315,-17.3507199994623,548,PT011,MG,IGAM,Rio do Sono,1,54,68,41,93,15,-17.35072,-45.5315
-45.90275,-17.1998599994664,549,PT010,MG,IGAM,Rio Caatinga,1,36,67,41,90,15,-17.19986,-45.90275
-46.01447,-17.029169999471,550,PT009,MG,IGAM,Rio Paracatu,1,53,70,50,89,12,-17.02917,-46.01447
-46.71944,-16.5333299994846,551,PT007,MG,IGAM,Rio Preto,1,53,67,44,90,13,-16.53333,-46.71944
-46.77094,-17.3044699994635,552,PT005,MG,IGAM,Córrego Rico,1,53,68,49,79,8,-17.30447,-46.77094
-46.57056,-17.5011099994582,553,PT003,MG,IGAM,Rio Paracatu,1,54,71,48,84,9,-17.50111,-46.57056
-46.35461,-17.6637199994538,554,PT001,MG,IGAM,Rio da Prata,1,54,69,42,90,14,-17.66372,-46.35461
-40.36922,-19.7640799993989,555,PRQ1C010,ES,IEMA,Rio Piraquê-Açu,1,31,51,37,67,7,-19.76408,-40.36922
-40.39022,-19.7656399993989,556,PRQ1C005,ES,IEMA,Rio Piraquê-Açu,1,34,68,59,78,5,-19.76564,-40.39022
-41.20742,-12.5047199996006,557,PRGUTG500,BA,INGÁ,Rio Utinga,1,17,71,46,90,10,-12.50472,-41.20742
-41.1097,-13.0580999995842,558,PRGUNA350,BA,INGÁ,Rio Una,1,16,64,51,85,11,-13.0581,-41.1097
-41.32561,-12.6662199995958,559,PRGSTA300,BA,INGÁ,Rio Santo Antônio,1,16,61,36,77,12,-12.66622,-41.32561
-38.99741,-12.2738899996075,560,PRGPRN300,BA,INGÁ,Riacho Principal,1,20,24,9,56,12,-12.27389,-38.99741
-38.96808,-12.6029699995977,561,PRGPRG800,BA,INGÁ,Rio Paraguaçu,1,18,58,43,75,8,-12.60297,-38.96808
-39.5225,-12.5858299995982,562,PRGPRG600,BA,INGÁ,Rio Paraguaçu,1,15,71,55,87,8,-12.58583,-39.5225
-40.21551,-12.7660699995928,563,PRGPRG400,BA,INGÁ,Rio Paraguaçu,1,18,65,54,84,9,-12.76607,-40.21551
-41.32228,-12.8401899995906,564,PRGPRG330,BA,INGÁ,Rio Paraguaçu,1,17,70,53,90,11,-12.84019,-41.32228
-41.38917,-13.0053099995857,565,PRGPRG300,BA,INGÁ,Rio Paraguaçu,1,17,64,46,93,12,-13.00531,-41.38917
-39.69819,-12.4874899996011,566,PRGPEX400,BA,INGÁ,Rio do Peixe,1,13,64,46,81,9,-12.48749,-39.69819
-38.97301,-12.2985699996068,568,PRGMAI200,BA,INGÁ,Rio do Maia,1,20,33,11,51,10,-12.29857,-38.97301
-39.00107,-12.2856399996072,569,PRGJCP600,BA,INGÁ,Rio Jacuípe,1,18,51,38,63,7,-12.28564,-39.00107
-39.38897,-11.8082199996215,570,PRGJCP400,BA,INGÁ,Rio Jacuípe,1,20,36,21,62,9,-11.80822,-39.38897
-39.78906,-11.4706699996318,571,PRGJCP300,BA,INGÁ,Rio Jacuípe,1,18,58,32,72,10,-11.47067,-39.78906
-40.29822,-11.6095599996275,572,PRGJCP200,BA,INGÁ,Rio Jacuípe,1,15,59,42,76,9,-11.60956,-40.29822
-49.355,-20.6277799993772,574,PRET04300,SP,CETESB,Rio Preto-UGRHI 15,1,17,37,26,46,7,-20.62778,-49.355
-49.6361,-20.2943999993855,575,PRET02800,SP,CETESB,Rio Preto,1,80,58,38,77,10,-20.2944,-49.6361
-49.355,-20.6277999993772,576,PRET02300,SP,CETESB,Rio Preto,1,60,20,9,48,8,-20.6278,-49.355
-39.05594,-15.6627499995089,577,PRDPRD800,BA,INGÁ,Rio Pardo,1,16,69,43,84,10,-15.66275,-39.05594
-39.30447,-15.5685599995116,578,PRDPRD600,BA,INGÁ,Rio Pardo,1,16,66,50,78,8,-15.56856,-39.30447
-39.4101,-15.5798499995113,579,PRDPRD500,BA,INGÁ,Rio Pardo,1,17,71,46,86,11,-15.57985,-39.4101
-39.72177,-15.5602399995118,580,PRDPRD430,BA,INGÁ,Rio Pardo,1,16,74,49,86,11,-15.56024,-39.72177
-39.86767,-15.5207499995129,581,PRDPRD400,BA,INGÁ,Rio Pardo,1,17,70,44,84,11,-15.52075,-39.86767
-40.62639,-15.2754199995199,582,PRDPRD300,BA,INGÁ,Rio Pardo,1,16,69,51,78,8,-15.27542,-40.62639
-41.23711,-15.5131399995131,583,PRDPRD200,BA,INGÁ,Rio Pardo,1,16,72,48,82,8,-15.51314,-41.23711
-40.87028,-14.9033299995304,584,PRDCLB100,BA,INGÁ,Córrego lagoa de Baixo,1,15,54,36,70,11,-14.90333,-40.87028
-40.23783,-15.2614399995203,585,PRDCGR400,BA,INGÁ,Catolé Grande,1,17,56,43,78,10,-15.26144,-40.23783
-45.68083,-22.8266699993247,586,PRAT02400,SP,CETESB,Rio da Prata,1,39,52,33,61,6,-22.82667,-45.68083
-34.98832,-8.26085999973132,587,PP80,PE,CPRH,Rio Pirapama,1,18,43,28,61,10,-8.26086,-34.98832
-35.00737,-8.26831999973112,588,PP75,PE,CPRH,Rio Pirapama,1,21,49,29,71,12,-8.26832,-35.00737
-35.01501,-8.25645999973148,589,PP68,PE,CPRH,Rio Gurjaú,1,22,51,24,69,11,-8.25646,-35.01501
-35.0506,-8.23639999973211,590,PP66,PE,CPRH,Rio Gurjaú,2,22,71,42,86,11,-8.2364,-35.0506
-35.03139,-8.27389999973095,591,PP64,PE,CPRH,Rio Pirapama,1,21,61,48,73,6,-8.2739,-35.03139
-35.04056,-8.28638999973051,592,PP62,PE,CPRH,Rio Pirapama,1,21,61,47,71,6,-8.28639,-35.04056
-35.04417,-8.28888999973043,593,PP60,PE,CPRH,Rio Pirapama,1,21,61,49,72,6,-8.28889,-35.04417
-35.06862,-8.29111999973035,594,PP58,PE,CPRH,Riacho Utinga de Cima,1,21,50,37,65,7,-8.29112,-35.06862
-35.07393,-8.28730999973049,595,PP53,PE,CPRH,Rio Pirapama,2,36,79,58,91,9,-8.28731,-35.07393
-35.15972,-8.28333999973063,596,PP42,PE,CPRH,Riacho dos Macacos,1,13,54,28,70,13,-8.28334,-35.15972
-35.23723,-8.27222999973096,597,PP24,PE,CPRH,Riacho da Destilaria Sibéria,1,21,46,23,67,13,-8.27223,-35.23723
-35.26508,-8.24228999973194,598,PP20,PE,CPRH,Rio Pirapama,1,20,35,17,63,14,-8.24229,-35.26508
-35.31666,-8.22691999973241,599,PP10,PE,CPRH,Rio Pirapama,1,21,60,39,71,9,-8.22692,-35.31666
-46.7908,-22.2938999993371,600,PORC03900,SP,CETESB,Ribeirão dos Porcos,1,56,50,31,69,9,-22.2939,-46.7908
-46.7367,-22.1863999993396,601,PORC03150,SP,CETESB,Ribeirão dos Porcos,1,30,60,46,70,6,-22.1864,-46.7367
-47.09889,-23.6147199993068,602,PORA02700,SP,CETESB,Rio Pirapora,1,29,48,23,62,9,-23.61472,-47.09889
-42.72672,-10.8133299996518,604,PMIRSF470,BA,INGÁ,Rio São Francisco,1,17,65,38,79,10,-10.81333,-42.72672
-43.12108,-11.0821099996436,605,PMIRSF450,BA,INGÁ,Rio São Francisco,1,16,67,43,80,10,-11.08211,-43.12108
-43.22264,-12.1871899996101,606,PMIRSF350,BA,INGÁ,Rio São Francisco,1,15,65,31,83,17,-12.18719,-43.22264
-42.55172,-13.0128599995855,607,PMIMCU100,BA,INGÁ,Açude Macaúbas,2,18,61,37,84,13,-13.01286,-42.55172
-46.30639,-22.8402799993244,608,PJ024,MG,IGAM,Rio Jaguari,1,14,68,56,71,5,-22.84028,-46.30639
-46.12333,-22.8313899993246,609,PJ021,MG,IGAM,Rio Jaguari,1,13,69,50,77,8,-22.83139,-46.12333
-46.39194,-22.7441699993266,610,PJ018,MG,IGAM,Rio do Guardinha,1,14,51,33,63,7,-22.74417,-46.39194
-46.365,-22.7544399993263,611,PJ015,MG,IGAM,Rio do Guardinha,1,14,65,56,72,5,-22.75444,-46.365
-46.45722,-22.7066699993274,612,PJ012,MG,IGAM,Rio do Guardinha,1,14,63,40,74,11,-22.70667,-46.45722
-46.22639,-22.7633299993261,613,PJ009,MG,IGAM,Rio Camanducaia,1,14,59,42,71,7,-22.76333,-46.22639
-46.15194,-22.7630599993261,614,PJ006,MG,IGAM,Rio Camanducaia,1,14,56,46,64,5,-22.76306,-46.15194
-45.93722,-22.7052799993275,615,PJ003,MG,IGAM,Rio Camanducaia,1,13,77,71,83,4,-22.70528,-45.93722
-46.39111,-22.8808299993234,616,PJ001,MG,IGAM,Rio Jaguari,1,14,59,42,66,6,-22.88083,-46.39111
-48.12417,-20.5608299993789,617,PITA04800,SP,CETESB,Ribeirão das Pitangueiras,1,30,41,23,57,9,-20.56083,-48.12417
-46.4292,-23.7143999993046,618,PIRE02900,SP,CETESB,Ribeirão Pires,1,65,32,19,52,8,-23.7144,-46.4292
-46.96083,-22.9147199993226,620,PINO03900,SP,CETESB,Ribeirão Pinheiros,1,36,39,22,53,7,-22.91472,-46.96083
-46.98167,-23.0105599993205,621,PINO02100,SP,CETESB,Ribeirão Pinheiros,1,35,43,27,56,7,-23.01056,-46.98167
-46.7483,-23.5310999993087,622,PINH04900,SP,CETESB,Rio Pinheiros,1,88,17,11,28,4,-23.5311,-46.7483
-46.69361,-23.5938899993073,623,PINH04500,SP,CETESB,Rio Pinheiros,1,40,21,13,38,6,-23.59389,-46.69361
-46.70972,-23.6647199993057,624,PINH04250,SP,CETESB,Rio Pinheiros,1,40,22,13,50,9,-23.66472,-46.70972
-46.03528,-23.6780599993054,626,PINH04190,SP,CETESB,Rio Pinheiros,1,13,23,14,36,7,-23.67806,-46.03528
-46.01833,-23.7002799993049,627,PINH04110,SP,CETESB,Rio Pinheiros,1,13,19,15,24,3,-23.70028,-46.01833
-46.0125,-23.7024999993048,628,PINH04105,SP,CETESB,Rio Pinheiros,1,15,29,17,42,8,-23.7025,-46.0125
-46.6739,-23.7024999993048,629,PINH04100,SP,CETESB,Rio Pinheiros,1,87,34,10,72,14,-23.7025,-46.6739
-47.62944,-22.6991699993276,630,PIMI02900,SP,CETESB,Ribeirão Piracicamirim,1,36,45,28,63,8,-22.69917,-47.62944
-39.78769,-17.8126899994498,631,PIJPRP400,BA,INGÁ,Peruípe,1,16,69,57,75,6,-17.81269,-39.78769
-39.62142,-17.2479199994651,632,PIJJUS400,BA,INGÁ,Jucuruçu-Braço Sul,1,15,71,55,82,8,-17.24792,-39.62142
-39.5445,-17.0451099994706,633,PIJJUN400,BA,INGÁ,Jucuruçu-Braço Norte,1,19,67,49,79,8,-17.04511,-39.5445
-39.84134,-16.8383099994762,634,PIJJUN250,BA,INGÁ,Jucuruçu-Braço Norte,1,14,71,61,81,6,-16.83831,-39.84134
-39.42736,-17.5053599994581,635,PIJALB700,BA,INGÁ,Alcobaça,1,16,71,58,78,5,-17.50536,-39.42736
-39.64567,-17.5132499994579,636,PIJALB500,BA,INGÁ,Alcobaça,1,15,70,61,80,7,-17.51325,-39.64567
-47.27583,-22.6597199993285,637,PIAL02900,SP,CETESB,Ribeirão do Pinhal,1,36,68,41,85,11,-22.65972,-47.27583
-46.3925,-23.8574999993014,638,PIAC02700,SP,CETESB,Rio Piaçaguera,1,81,40,20,60,8,-23.8575,-46.3925
-37.06616,-6.49186999978774,640,PIA21,RN,IGARN,Açude Itans,2,14,72,47,92,11,-6.49187,-37.06616
-46.53556,-22.5647199993308,643,PEXE02150,SP,CETESB,Rio do Peixe,1,36,52,33,63,8,-22.56472,-46.53556
-47.25,-22.0482999993428,644,PEVA02900,SP,CETESB,Rio da Itupeva,1,65,68,42,78,8,-22.0483,-47.25
-47.00611,-24.3288899992911,645,PETO02900,SP,CETESB,Rio Preto,1,42,53,33,78,9,-24.32889,-47.00611
-46.4178,-23.8682999993011,646,PERE02900,SP,CETESB,Rio Perequê,1,61,66,49,79,7,-23.8683,-46.4178
-45.10583,-23.4869399993097,648,PEMI02900,SP,CETESB,Rio Perequê-Mirim,1,46,64,39,77,6,-23.48694,-45.10583
-51.7028,-21.6043999993534,649,PEIX02800,SP,CETESB,Rio do Peixe,1,83,60,35,78,11,-21.6044,-51.7028
-50.05,-22.3043999993368,650,PEIX02100,SP,CETESB,Rio do Peixe,1,84,49,22,64,10,-22.3044,-50.05
-57.72569,-10.8233099996515,651,PEI141,MT,SEMA,Rio dos Peixes,1,20,79,61,89,6,-10.82331,-57.72569
-46.8858,-23.5768999993077,652,PEDA03900,SP,CETESB,Ribeirão das Pedras,1,70,30,10,46,8,-23.5769,-46.8858
-46.2883,-23.5791999993076,653,PEBA00900,SP,CETESB,Reservatório Taiaçupeba,2,66,84,54,92,7,-23.5792,-46.2883
-46.12444,-23.5952799993072,654,PEBA00100,SP,CETESB,Reservatório Taiaçupeba,2,51,79,35,92,12,-23.59528,-46.12444
-40.17078,-17.8557199994487,655,PE001,MG,IGAM,Informação não disponível,1,17,52,35,71,8,-17.85572,-40.17078
-41.23528,-15.5113899995132,656,PD005,MG,IGAM,Rio Pardo,1,47,73,56,90,8,-15.51139,-41.23528
-41.45861,-15.7436399995067,657,PD004,MG,IGAM,Rio Mosquito,1,22,60,46,71,7,-15.74364,-41.45861
-42.17214,-15.7029199995078,658,PD003,MG,IGAM,Rio Pardo,1,46,77,62,91,7,-15.70292,-42.17214
-42.62531,-15.3555799995176,659,PD002,MG,IGAM,Rio do Cedro,1,22,67,49,73,6,-15.35558,-42.62531
-42.53667,-15.1933899995222,660,PD001,MG,IGAM,Rio Pardo,1,45,73,59,91,6,-15.19339,-42.53667
-40.72209,-6.19417999979732,661,PCT18,CE,COGERH,Açude Pacoti,2,14,51,43,72,8,-6.19418,-40.72209
-48.1742,-22.6288999993292,662,PCBP02500,SP,CETESB,Braço do Rio Piracicaba,1,84,76,39,90,10,-22.6289,-48.1742
-47.7775,-22.6918999993278,663,PCAB02800,SP,CETESB,Rio Piracicaba,1,84,42,19,63,9,-22.6919,-47.7775
-47.67194,-22.6955599993277,664,PCAB02300,SP,CETESB,Rio Piracicaba,1,36,44,30,57,8,-22.69556,-47.67194
-47.6494,-22.7121999993273,665,PCAB02220,SP,CETESB,Rio Piracicaba,1,83,37,15,58,9,-22.7122,-47.6494
-47.5828,-22.6888999993278,666,PCAB02192,SP,CETESB,Rio Piracicaba,1,84,36,16,52,7,-22.6889,-47.5828
-47.3872,-22.6974999993277,667,PCAB02135,SP,CETESB,Rio Piracicaba,1,82,34,15,68,9,-22.6975,-47.3872
-47.3228,-22.7107999993274,668,PCAB02100,SP,CETESB,Rio Piracicaba,1,80,56,32,83,10,-22.7108,-47.3228
-46.89334,-19.7889399993983,670,PB057,MG,IGAM,Informação não disponível,1,18,77,57,86,8,-19.78894,-46.89334
-46.67007,-20.1469799993892,671,PB056,MG,IGAM,Informação não disponível,1,15,67,50,79,9,-20.14698,-46.67007
-46.78833,-19.0701699994167,672,PB055,MG,IGAM,Informação não disponível,1,18,60,33,78,10,-19.07017,-46.78833
-50.67122,-19.4942199994058,673,PB054,MG,IGAM,Informação não disponível,1,17,68,57,75,5,-19.49422,-50.67122
-50.38192,-19.2280299994126,674,PB053,MG,IGAM,Informação não disponível,1,17,67,54,77,7,-19.22803,-50.38192
-50.47086,-19.3246099994101,675,PB052,MG,IGAM,Informação não disponível,1,17,61,39,72,10,-19.32461,-50.47086
-49.99994,-18.8901399994214,676,PB051,MG,IGAM,Informação não disponível,1,18,66,48,76,8,-18.89014,-49.99994
-49.06061,-19.3770299994088,677,PB050,MG,IGAM,Informação não disponível,1,18,63,48,76,8,-19.37703,-49.06061
-49.05681,-18.8775799994217,678,PB049,MG,IGAM,Informação não disponível,1,18,59,48,73,7,-18.87758,-49.05681
-49.02511,-18.9468599994199,679,PB048,MG,IGAM,Informação não disponível,1,18,69,55,78,6,-18.94686,-49.02511
-48.57142,-19.0673099994168,680,PB047,MG,IGAM,Informação não disponível,1,18,67,50,76,8,-19.06731,-48.57142
-48.73636,-19.1661899994142,681,PB046,MG,IGAM,Informação não disponível,1,18,71,61,80,6,-19.16619,-48.73636
